"Role ID","Role Name","RSoundex"
1973,"Little Nun","L345"
1974,"White Man","W355"
1975,"Man in White","M553"
1976,"Lord Rambures","L636"
1977,"Dion, Lord of Sicilia","D546"
1978,"Servant to Leontes","S615"
1979,"Policeman","P425"
1980,"Broker","B626"
1981,"Chauffeur","C160"
1982,"Emily Webb","E541"
1983,"Stephen","S315"
1984,"Mayor of St. Albans","M612"
1985,"Mariana","M650"
1986,"Lily Berniers","L416"
1987,"Nelly  McLaughlin","N452"
1988,"Girl","G640"
1989,"Vittoria Corombona","V362"
1990,"Irina Vladu","I651"
1991,"Flavia's Grandmother","F412"
1992,"Flower Seller in ""December""","F462"
1993,"Alice Sycamore","A422"
1994,"Rebecca Foley","R121"
1995,"Second Girl","S253"
1996,"Marquise-Thérèse du Parc","M622"
1997,"Ghost of Hamlet's Father","G231"
1998,"Pinch","P520"
1999,"Louis, Dauphin of France","L231"
2000,"Abraham","A165"
2001,"James Soundpost","J522"
2002,"Caphis","C120"
2003,"Ellen","E450"
2004,"Bona","B500"
2005,"Gardiner","G635"
2006,"Owen","O500"
2007,"Roman Messenger","R555"
2008,"Lord Talbot","L633"
2009,"Son of Lord Clifford","S514"
2010,"John Southwell","J523"
2011,"Corbaccio","C612"
2012,"Third Judge","T632"
2013,"George, Duke of Clarence","G623"
2014,"Duke of Clarence","D212"
2015,"Harry Padington","H613"
2016,"Cleon","C450"
2017,"Philemon","P455"
2018,"Sir William Catesby","S645"
2019,"Clotten","C435"
2020,"Dutchman","D325"
2021,"Roman","R550"
2022,"Griffith","G613"
2023,"Sir Henry Guilford","S656"
2024,"Sotmore","S356"
2025,"First Voice","F623"
2026,"Thomas Cromwell","T522"
2027,"Travers","T616"
2028,"York Banner","Y621"
2029,"Vibrata","V163"
2030,"Attendant to Glouchester","A353"
2031,"Attendant to Cornwall","A353"
2032,"Cornwall Soldier","C654"
2033,"Percussion","P622"
2034,"Miss Julia Melville","M224"
2035,"Nancy","N520"
2036,"Mariane","M650"
2037,"Sibyl Chase","S142"
2038,"Voice of ""Winter Song""","V215"
2039,"Yvette Pottier","Y131"
2040,"Master Gadshill","M236"
2041,"Senate Messenger","S535"
2042,"Soldier with Cassio","S436"
2043,"Organ Grinder","O625"
2044,"Daigle","D240"
2045,"Mayor's Wife","M621"
2046,"Dr. Allen Page","D645"
2047,"Dr. Walter Aaronson","D643"
2048,"Juror","J660"
2049,"Member of the Press","M516"
2050,"Billy","B400"
2051,"Mrs. Timmins","M623"
2052,"Spice Merchant","S125"
2053,"Officer of Prince's Guard","O126"
2054,"Citizen of Verona","C325"
2055,"Norah","N600"
2056,"Hector Malone","H236"
2057,"Jean Rice","J562"
2058,"Nicholas Beckett","N242"
2059,"Walter Bacon","W436"
2060,"Sicilius Leonatus","S242"
2061,"Posthumus' First Brother","P235"
2062,"Lord Lovell","L634"
2063,"Dr. Abraham Van Helsing","D616"
2064,"Simon Bliss","S551"
2065,"Joseph","J210"
2066,"Bear","B600"
2067,"Ambitioso","A513"
2068,"Turpidio","T613"
2069,"Tom Wrench","T565"
2070,"Michael O'Dwyer","M243"
2071,"Aaron","A650"
2072,"Ava Jean Pollard","A125"
2073,"Executioner","E223"
2074,"Clara De Foenix","C463"
2075,"Miss Brewster","M216"
2076,"Actress","A236"
2077,"Mrs. Peachum","M621"
2078,"Alphonse","A415"
2079,"Grover","G616"
2080,"Yeti","Y300"
2081,"Gorge Troll","G623"
2082,"Mr. Coffee","M621"
2083,"Gus","G200"
2084,"Madame Nhu","M355"
2085,"Nicky Paradise","N221"
2086,"Peter Stockman","P362"
2087,"Pearl","P640"
2088,"Billie Moore","B456"
2089,"Caius","C200"
2090,"Aemilius","A542"
2091,"Mistress Anne","M236"
2092,"Midwife","M310"
2093,"Second Lieutenant Fedotik","S253"
2094,"Sir William Bagot","S645"
2095,"Hardcastle","H632"
2096,"Kate Hardcastle","K363"
2097,"Hardcastle Farm Hand","H632"
2098,"Meg Dillon","M234"
2099,"Pat","P300"
2100,"Colette","C430"
2101,"Russian Sailor","R252"
2102,"Monsewer","M526"
2103,"Mulleady","M430"
2104,"Teresa","T620"
2105,"Askew","A220"
2106,"Simon Eyre","S556"
2107,"Firk","F620"
2108,"Rip","R100"
2109,"Sybil","S140"
2110,"King of England","K521"
2111,"Morris Dancer","M623"
2112,"Rutta","R300"
2113,"Hanne","H500"
2114,"The Three","T360"
2115,"Berenice Sadie Brown","B652"
2116,"Frankie","F652"
2117,"Susie","S200"
2118,"Sir Timothy Bellboys","S635"
2119,"Hester Bellboys","H236"
2120,"Owen Glendower","O524"
2121,"School Child","S242"
2122,"George Selincourt","G622"
2123,"Joseph Brotherhood","J211"
2124,"Pat McGloin","P352"
2125,"Piet Wetjoen","P332"
2126,"Cecil Lewis","C244"
2127,"James Cameron","J522"
2128,"Roxane","R250"
2129,"Marquis de Marillac","M622"
2130,"Barthenoide","B635"
2131,"Lise","L200"
2132,"Mother Marguerite de Jesus","M365"
2133,"Andie","A530"
2134,"Dr. Jim Bayliss","D625"
2135,"Kate Keller","K324"
2136,"Ann Deever","A531"
2137,"Lady Northumberland","L356"
2138,"Troll King","T642"
2139,"Mrs. Kendall Frayne","M622"
2140,"Monica Grey","M522"
2141,"Leatherman","L365"
2142,"Judith Berg","J331"
2143,"Hostess Quickly","H232"
2144,"Anna","A500"
2145,"Rummy Mitchens","R553"
2146,"Andy","A530"
2147,"Betty McNeil","B352"
2148,"Joanne Smith","J525"
2149,"Mrs. Simpcox","M622"
2150,"Servant to Caesar","S615"
2151,"Plebeian","P415"
2152,"Clitus","C432"
2153,"Caius Ligarius","C242"
2154,"Lainie Wells","L542"
2155,"Carrie Berniers","C616"
2156,"Mover","M160"
2157,"Philly Cullen","P424"
2158,"Honor Blake","H561"
2159,"Mrs. Wilson","M624"
2160,"Babette Biedermann","B131"
2161,"Benoit","B530"
2162,"William Starns","W452"
2163,"Jane Shore","J526"
2164,"Lord Francis Lovel","L631"
2165,"Eugenie","E250"
2166,"Baptistin","B132"
2167,"Molly Cunningham","M425"
2168,"Mukherjee","M262"
2169,"Dolabella","D414"
2170,"Doctor Julio","D236"
2171,"Ambassador to Sicily","A512"
2172,"Ambassador to Spain","A512"
2173,"Pridamont of Avignon","P635"
2174,"Alcandre","A425"
2175,"Flavia Antonescu","F415"
2176,"Rodica","R320"
2177,"Doctor in ""December""","D236"
2178,"Essie Carmichael","E226"
2179,"Paul Sycamore","P422"
2180,"The Sick","T222"
2181,"Second Gravedigger","S253"
2182,"Judy","J300"
2183,"Trucker","T622"
2184,"Hank","H520"
2185,"Jack","J220"
2186,"Gwen Landis","G545"
2187,"Third Queen","T632"
2188,"Waiting Woman to Emilia","W352"
2189,"LaWanda","L530"
2190,"Lady in Plaid","L351"
2191,"Lala Lamazing Grace","L445"
2192,"B-Movie Alien","B514"
2193,"Gay Wellington","G452"
2194,"Harry Morrison","H656"
2195,"Bishop of Putney","B211"
2196,"Bert","B630"
2197,"Mrs. Antrobus","M625"
2198,"Bleeding Captain","B435"
2199,"Béjart","B263"
2200,"Otis De Marko","O323"
2201,"Jacob","J210"
2202,"Lysimachus","L252"
2203,"Third Gentleman","T632"
2204,"Andromache","A536"
2205,"Lady Attending Olivia","L335"
2206,"Morgan","M625"
2207,"Doctor Pinch","D236"
2208,"Simonides","S553"
2209,"Clifford","C416"
2210,"Sir Francis  Drake","S616"
2211,"Attendant on Titania","A353"
2212,"Earl of Rutland","E641"
2213,"Gypsy Boy","G121"
2214,"Mistress to Duke Frederick","M236"
2215,"Secretary to Cardinal Wolsey","S263"
2216,"Staff","S310"
2217,"Hilaret","H463"
2218,"Lady Blanch","L314"
2219,"Berinthia","B653"
2220,"Haemon","H550"
2221,"Marullus","M642"
2222,"Young Cato","Y522"
2223,"Throne Page","T651"
2224,"Macadamia","M235"
2225,"Mace","M200"
2226,"Mr. Spenalzo","M621"
2227,"Antonio's Son","A535"
2228,"King's Soldier","K522"
2229,"Christine Marlowe","C623"
2230,"Hilda Manney","H435"
2231,"Sara Tansey","S635"
2232,"Susan Brady","S251"
2233,"Mary Warren","M665"
2234,"Martha Corey","M632"
2235,"Sarah Good","S623"
2236,"Servant to Aeneas","S615"
2237,"Servant to Lord Chief Justice","S615"
2238,"Sir John Coleville","S625"
2239,"Sergeant Fang","S625"
2240,"First Acolyte","F623"
2241,"Judge Hathorne","J323"
2242,"Miss Prism","M216"
2243,"Howie Newsome","H525"
2244,"Mrs. Gibbs","M622"
2245,"Rebecca Gibbs","R122"
2246,"Lady in Auditorium","L353"
2247,"Joe Stoddard","J233"
2248,"Dead Woman","D355"
2249,"Faith","F300"
2250,"Padre","P360"
2251,"Lady to Duke Frederick","L333"
2252,"Philia","P400"
2253,"Juliana Tesman","J453"
2254,"Killer","K460"
2255,"Seraph","S610"
2256,"Fortinbras' Soldier","F635"
2257,"Paulina's Steward","P452"
2258,"Priest of Zeus","P623"
2259,"Boze Hertzlinger","B263"
2260,"Reignier","R256"
2261,"Fabric Vendor","F162"
2262,"Richard Dudgeon","R263"
2263,"Axel","A240"
2264,"Fiance","F520"
2265,"Knife Thrower","K513"
2266,"Thomas Horner","T526"
2267,"Butcher's Wife","B326"
2268,"Duke of Albany","D214"
2269,"Albany Attendant","A415"
2270,"Albany Captain","A415"
2271,"French Captain","F652"
2272,"Addie","A300"
2273,"William Marshall","W455"
2274,"Captain Jack Absolute","C135"
2275,"Karl Kopfnuss","K642"
2276,"Lord Bourbon","L631"
2277,"David McComber","D135"
2278,"Billy Rice","B462"
2279,"Cloten","C435"
2280,"Harcourt Courtly","H626"
2281,"Pert","P630"
2282,"Sorel Bliss","S641"
2283,"Bridget","B632"
2284,"Captain Lancey","C135"
2285,"Big Mama","B255"
2286,"Gratiana","G635"
2287,"Servant to Gloucester","S615"
2288,"Stella Livingston","S344"
2289,"Arthur Gower","A636"
2290,"Emma Borden","E516"
2291,"First Player","F623"
2292,"Painter","P536"
2293,"Lychorida","L263"
2294,"Philip the Bastard","P413"
2295,"Alex","A420"
2296,"Dercetas","D623"
2297,"Daniel de Bosola","D543"
2298,"Delio","D400"
2299,"Sir Epicure Mammon","S612"
2300,"Attendant to the Duke","A353"
2301,"Lord of Antioch","L631"
2302,"Pompey's Banner","P512"
2303,"Rochester","R223"
2304,"Seamstress","S523"
2305,"Ligarius","L262"
2306,"Macduff's Son","M231"
2307,"Mouldy's Old Dame","M432"
2308,"Drummer Boy","D656"
2309,"Christopher Dudgeon","C623"
2310,"Morten","M635"
2311,"Lord Montague","L635"
2312,"Cousin","C250"
2313,"Virgilia","V624"
2314,"Menenius","M552"
2315,"Titus Lartius","T324"
2316," Aufidius"," 132"
2317,"Aedile","A340"
2318,"Mote","M300"
2319,"Marcade","M623"
2320,"Jacquenetta","J225"
2321,"Thomasina Coverly","T525"
2322,"Septimus Hodge","S135"
2323,"Jellaby","J410"
2324,"Ezra Chater","E262"
2325,"Richard Noakes","R263"
2326,"Lady Croom","L326"
2327,"Captain Brice, R. N.","C135"
2328,"Hannah Jarvis","H526"
2329,"Chloe Coverly","C421"
2330,"Augustus Coverly","A223"
2331,"Gus Coverly","G221"
2332,"Caius Marcius","C256"
2333,"Molière","M460"
2334,"Madeleine Bejart","M345"
2335,"Armande Bejart","A655"
2336,"La Grange","L265"
2337,"Brecourt","B626"
2338,"De Croisy","D262"
2339,"La Thorilliere","L364"
2340,"Petit-René","P336"
2341,"Catherine De Brie","C365"
2342,"Beauval","B140"
2343,"Baron","B650"
2344,"King Louis XIV","K524"
2345,"The Herald","T643"
2346,"Young Shepherd","Y522"
2347,"Bessie Berger","B216"
2348,"Myron Berger","M651"
2349,"Hennie Berger","H516"
2350,"Ralph Berger","R411"
2351,"Uncle Morty","U524"
2352,"Moe Axelrod","M246"
2353,"Sam Feinschreiber","S515"
2354,"Schlosser","S242"
2355,"Psyche","P220"
2356,"Tootsie","T320"
2357,"Scylla","S240"
2358,"Ticey","T200"
2359,"Narrator","N636"
2360,"Scipio","S210"
2361,"Amalia Jennings LaFarge","A542"
2362,"The Doctor","T323"
2363,"Jones","J520"
2364,"The Leader","T436"
2365,"Benjamin Skeene","B525"
2366,"Harriet Bosse","H631"
2367,"Micki Kidde","M222"
2368,"Emil ","E540"
2369,"Virginia","V625"
2370,"Kenneth Hoyle","K534"
2371,"Barbara Hoyle","B616"
2372,"Conferencier","C516"
2373,"Trude","T630"
2374,"Gussy","G200"
2375,"Willy","W400"
2376,"Tenor Sax & Clarinet","T562"
2377,"Third Murderer","T635"
2378,"Son of Macduff","S515"
2379,"Duchess of Gloucester","D221"
2380,"Sir John Bagot","S625"
2381,"Sir Pierce of Exton","S616"
2382,"Keeper of the Prison","K161"
2383,"Man attending Exton","M535"
2384,"Mistress Margaret Page","M236"
2385,"Master George Page","M236"
2386,"Nell","N400"
2387,"Mistress Alice Ford","M236"
2388,"Master Frank Ford","M236"
2389,"Bruiser","B626"
2390,"Doctor Caius","D236"
2391,"Kate","K300"
2392,"Second Officer","S253"
2393,"Donna Le Roux","D546"
2394,"Andrew May","A536"
2395,"Sir Stamford Foley","S623"
2396,"Bill Smiley","B425"
2397,"Moira Patterson","M613"
2398,"Punk Girl","P522"
2399,"Michael Quince, M.P.","M242"
2400,"Eaton Sylvester","E352"
2401,"Elliot Fruit-Norton","E431"
2402,"Reporter in Club","R163"
2403,"Waiter in Club","W365"
2404,"Cliveden Whicker-Baskett","C413"
2405,"Larry Punt","L615"
2406,"Leander Scroop","L536"
2407,"Princess Jill","P652"
2408,"Breaker Bond","B626"
2409,"Hannon Spot","H552"
2410,"Ian Ape-Warden","I516"
2411,"Cartoonist","C635"
2412,"Compositor","C512"
2413,"Zingo Girl","Z522"
2414,"Sabina","S150"
2415,"Mr. Antrobus","M653"
2416,"Gladys","G432"
2417,"Dinosaur","D526"
2418,"Mammoth","M530"
2419,"Judge Moses","J325"
2420,"Homer","H560"
2421,"Professor","P612"
2422,"Miss E. Muse","M252"
2423,"Miss T. Muse","M235"
2424,"Miss M. Muse","M255"
2425,"Refugee","R120"
2426,"Fortune Teller","F635"
2427,"Broadcast Official","B632"
2428,"Press Aid","P623"
2429,"TV Cameraman","T125"
2430,"Bingo Caller","B522"
2431,"Defeated Candidate","D133"
2432,"Atlantic City Girl","A345"
2433,"Chairpusher","C612"
2434,"Mr. Fitzpatrick","M613"
2435,"Mr. Tremayne","M636"
2436,"Ivy","I100"
2437,"Hester","H236"
2438,"Fred Bailey","F631"
2439,"Marjorie","M626"
2440,"Ann   ","A500"
2441,"Brian","B650"
2442,"Joy","J000"
2443,"Tony","T500"
2444,"The Man","T550"
2445,"The Mother","T536"
2446,"The Bridegroom","T163"
2447,"Mother-In-Law","M365"
2448,"The Bride's Father","T163"
2449,"The Bride  ","T163"
2450,"First Girl","F623"
2451,"First Young Man","F623"
2452,"Second Young Man","S253"
2453,"Wedding Guest","W352"
2454,"First Woodcutter","F623"
2455,"Second Woodcutter","S253"
2456,"Third Woodcutter","T633"
2457,"The Moon","T550"
2458,"Beggar Woman","B265"
2459,"Guitarist","G362"
2460,"Woman #1","W550"
2461,"Woman #2","W550"
2462,"Woman #3","W550"
2463,"Jean Farrell","J516"
2464,"Tess","T200"
2465,"Dr. Arbaugh","D661"
2466,"Franny","F650"
2467,"Emma","E500"
2468,"Michelle","M240"
2469,"Laurence","L652"
2470,"Mary Jo","M620"
2471,"Vivien","V150"
2472,"Odysseus","O322"
2473,"Neoptolemus","N134"
2474,"Philoctetes","P423"
2475,"Master of a Ship","M236"
2476,"Voice of Ceres","V212"
2477,"Voice of Juno","V212"
2478,"Voice of Iris","V216"
2479,"Pirithous","P632"
2480,"First Queen","F623"
2481,"Second Queen","S253"
2482,"Waiting Woman to Hippolyta","W352"
2483,"Theseus's Page","T222"
2484,"Jailer's Daughter","J462"
2485,"Jailer's Brother","J462"
2486,"Arcite","A623"
2487,"Valerius","V462"
2488,"Knight of Palamon","K523"
2489,"Knight of Arcite","K523"
2490,"Countryman","C536"
2491,"Barbary","B616"
2492,"Cicely","C240"
2493,"Babian","B150"
2494,"George Seacole","G622"
2495,"Third Watchman","T633"
2496,"Penelope Sycamore","P541"
2497,"Rhea","R000"
2498,"Mr. DePinna","M631"
2499,"Ed Carmichael","E326"
2500,"Martin Vanderhof","M635"
2501,"Tony Kirby","T526"
2502,"Boris Kolenkhov","B622"
2503,"Mr. Kirby","M626"
2504,"Mrs. Kirby","M622"
2505,"Hogarth","H263"
2506,"Simon    ","S550"
2507,"Sally","S400"
2508,"Figg","F200"
2509,"Fancy","F520"
2510,"The Spirit","T216"
2511,"Barnardo","B656"
2512,"Reynoldo","R543"
2513,"Player Lucianus","P464"
2514,"Fortinbras' Captain","F635"
2515,"June Talley","J534"
2516,"Shirley Talley","S643"
2517,"Sally Talley Friedman","S434"
2518,"Jed Jenkins","J325"
2519,"John Landis","J545"
2520,"Weston Hurley","W235"
2521,"Eliane","E450"
2522,"Tiger","T260"
2523,"Hortensia","H635"
2524,"Villebosse","V412"
2525,"Damiens","D552"
2526,"Lucile","L240"
2527,"Cathy","C300"
2528,"Eric","E620"
2529,"Jim","J500"
2530,"Eve","E100"
2531,"Carol","C640"
2532,"Miss Pat","M213"
2533,"Aunt Ethel","A533"
2534,"Guy","G000"
2535,"Junie Robinson","J561"
2536,"Miss Roj","M262"
2537,"Janine","J550"
2538,"Mama","M500"
2539,"Walter-Lee-Beau-Willie Jones","W436"
2540,"Medea Jones","M325"
2541,"Man     ","M500"
2542,"Kid","K300"
2543,"Admonia","A355"
2544,"Flo'rance","F465"
2545,"Normal Jean Reynolds","N654"
2546,"Topsy Washington","T122"
2547,"Domitius Enobarbus","D532"
2548,"Decretas","D263"
2549,"Thidias","T320"
2550,"Gallus","G420"
2551,"Amon","A550"
2552,"Nick Bottom","N221"
2553,"Melusina","M425"
2554,"Ollin","O450"
2555,"Kwami","K500"
2556,"Pi    ","P000"
2557,"Forsythia","F623"
2558,"Cardinal Monticelso","C635"
2559,"Flamineo","F455"
2560,"Marcello","M624"
2561,"Cornelia","C654"
2562,"Duke of Brachiano","D211"
2563,"Francesco de Medici","F652"
2564,"Count Lodovico","C534"
2565,"Antonelli","A535"
2566,"Gasparo","G216"
2567,"Zanche","Z520"
2568,"Matron","M365"
2569,"Conjurer","C526"
2570,"Chancellor","C524"
2571,"Clerk","C462"
2572,"Edward of Clarence","E363"
2573,"Richard, Duke of York","R263"
2574,"Vaughan","V250"
2575,"George Stanley","G622"
2576,"Lovel","L140"
2577,"Margaret of Clarence","M626"
2578,"Ghost of Prince Edward","G231"
2579,"Camille Chandebise","C542"
2580,"Antoinette Plucheux","A535"
2581,"Etienne Plucheux","E351"
2582,"Lucienne Homenides","L255"
2583,"Raymonde Chandebise","R553"
2584,"Victor Emmanuel Chandebise","V236"
2585,"Romain Tournel","R553"
2586,"Carlos","C642"
2587,"Carlos Homenides","C642"
2588,"Poche","P200"
2589,"Augustin Feraillon","A223"
2590,"Olympe","O451"
2591,"Herr Schwarz","H622"
2592,"Seth Holly","S340"
2593,"Bertha Holly","B634"
2594,"Bynum Walker","B554"
2595,"Jeremy Furlow","J651"
2596,"Mattie Campbell","M325"
2597,"Herald Loomis","H643"
2598,"Zonia","Z500"
2599,"Reuben Mercer","R155"
2600,"Martha Loomis","M634"
2601,"Sam Truman","S536"
2602,"Sally Truman","S436"
2603,"John Haddock","J532"
2604,"Chloe Haddock","C432"
2605,"The Amanuensis","T555"
2606,"Calisto","C423"
2607,"Clindor","C453"
2608,"Theogenes","T252"
2609,"Melibea","M410"
2610,"Isabelle","I214"
2611,"Elicia","E420"
2612,"Lyse","L200"
2613,"Clarina","C465"
2614,"Pleribo","P461"
2615,"Adraste","A362"
2616,"Prince Florilame","P652"
2617,"Matamore","M356"
2618,"Imogen","I525"
2619,"Sita","S300"
2620,"Muntu","M530"
2621,"Meena","M500"
2622,"Kali","K400"
2623,"Rhodes","R320"
2624,"Carl    ","C640"
2625,"Orderly","O636"
2626,"Lucia Vladu","L214"
2627,"Gabriel Vladu","G164"
2628,"Securitate","S263"
2629,"Vampire","V516"
2630,"Bulldozer Driver","B432"
2631,"Bogdan","B235"
2632,"Florina Vladu","F465"
2633,"House Painter","H215"
2634,"Radu Antonescu","R353"
2635,"Cassio's Soldier","C222"
2636,"Woman of Cyprus","W551"
2637,"Othello's Attendant","O342"
2638,"Lodovico's Attendant","L312"
2639,"Bevis","B120"
2640,"Holland","H453"
2641,"Michael    ","M240"
2642,"Rebel","R140"
2643,"Prince Edward","P652"
2644,"John Clifford","J524"
2645,"Stafford","S316"
2646,"William Stafford","W452"
2647,"Alexander Iden","A425"
2648,"Sir Humphrey Stafford","S651"
2649,"Rutland","R345"
2650,"Lady Grey","L326"
2651,"Warwick","W622"
2652,"Montgomery","M532"
2654,"Father Who Kills His Son","F362"
2655,"Son Who Kills His Father","S524"
2656,"Watchman","W325"
2657,"Lady Bona","L315"
2658,"English Post","E524"
2659,"Monsieur Le Beau","M526"
2660,"Courtier to Duke Frederick","C636"
2661,"Senior","S560"
2662,"Jaques De Boys","J223"
2663,"Courtier to Duke Senior","C636"
2664,"Goat Girl","G326"
2665,"Rinaldo","R543"
2666,"Lavatch","L132"
2667,"Captain Dumaine","C135"
2668,"French Cadet","F652"
2669,"Italian Woman","I345"
2670,"Anna Berniers","A516"
2671,"Albertine Prine","A416"
2672,"Henry Simpson","H562"
2673,"Julian Berniers","J451"
2674,"Taxi Driver","T236"
2675,"Shawn Keogh","S522"
2676,"Michael James","M242"
2677,"Christy Mahon","C623"
2678,"Widow Quin","W325"
2679,"Granny","G650"
2680,"Matty","M300"
2681,"Seamus","S520"
2682,"De Brie","D160"
2683,"Prince Conti","P652"
2685,"Sarah Bernhardt","S616"
2686,"Eleonora Duse","E456"
2687,"Ivan","I150"
2688,"Benoit Constant Coquelin","B532"
2689,"Old Lady Are","O434"
2690,"Parson","P625"
2691,"Rose     ","R200"
2692,"Lord Are","L636"
2693,"Gottlieb Biedermann","G341"
2694,"Schmitz","S253"
2695,"Eisenring","E256"
2696,"Ph.D","P300"
2697,"Fire Chief","F621"
2698,"Harlan","H645"
2699,"Cora","C600"
2700,"Juba","J100"
2701,"Tavern Musician","T165"
2702,"Wife to Sly","W132"
2703,"Servant to Baptista","S615"
2704,"Sugarsop","S262"
2705,"Eleanor","E456"
2706,"John Duke of Bedford","B316"
2707,"Winchester","W522"
2708,"Young Talbot","Y523"
2709,"Sergeant to Talbot","S625"
2710,"Legate of Rome","L231"
2711,"Blue Coat for Gloucester","B423"
2712,"Regnier","R256"
2713,"Southwell","S340"
2714,"Michael Wells","M244"
2715,"Ellen Van Oss","E451"
2716,"Metellus"," 534"
2717,"Friar Laurence","F664"
2718,"Artemidorus","A635"
2719,"Servant to Octavius Caesar","S615"
2720,"Cinna the Poet","C531"
2721,"Solanio","S450"
2722,"Bellina","B450"
2723,"Cello","C400"
2724,"Reeds","R320"
2725,"Paparazzi","P162"
2726,"Attendant to Duke","A353"
2727,"Servant to Antonio","S615"
2728,"Asst. Stage Manager","A232"
2729,"Dr. Gibbs","D621"
2730,"Joe Crowell","J264"
2731,"Wally Webb","W410"
2732,"First Woman in the Audience","F623"
2733,"Man in the Audience","M553"
2734,"Second Woman in the Audience","S253"
2735,"Mrs. Soames","M622"
2736,"Baseball Player","B214"
2737,"Sam Craig","S526"
2738,"Mr. Carter","M626"
2739,"Lady Britomart Undershaft","L316"
2740,"Barbara"," 161"
2741,"Morrison","M625"
2742,"Jenny Hill","J540"
2743,"Peter Shirley","P362"
2744,"Bill Walker","B442"
2745,"Bilton","B435"
2746,"William Coles","W452"
2747,"Bea Sullivan","B241"
2748,"Lawrence Garfinkle","L652"
2749,"Kate Sullivan","K324"
2750,"Susan      ","S250"
2751,"Muriel"," 564"
2752,"Rick","R220"
2753,"Katie Taylor","K334"
2754,"Frankie Lewis","F652"
2755,"Orson Baldwin","O625"
2756,"Donna Silliman","D524"
2757,"An American","A556"
2758,"First Merchant","F623"
2759,"Rachel","R240"
2760,"Katherine Stockman","K365"
2761,"Ralph Isaacsen","R412"
2762,"Rachel Brown","R241"
2763,"Cletis Fullernoy","C432"
2764,"Hattie Dealing","H334"
2765,"Amy Lee Fullernoy","A541"
2766,"Cambridge","C516"
2767,"Falstaff's Boy","F423"
2768,"Lord High Constable","L632"
2769,"Lord Grandpre","L632"
2770,"Rogero","R260"
2771,"Court Officer","C631"
2772,"Peer Gynt","P625"
2773,"Aase","A200"
2774,"Aslak","A242"
2775,"Hegstad Farmer","H223"
2776,"Master Chef","M236"
2777,"Ingrid","I526"
2778,"Herd Girl","H632"
2779,"Woman in Green","W555"
2780,"Troll Brat","T641"
2781,"Trumpeterstraale","T651"
2782,"Cotton","C350"
2783,"Ballon","B450"
2784,"Anitra","A536"
2785,"Houri","H600"
2786,"Schafmann","S215"
2787,"Begriffenfeldt","B261"
2788,"Huhu","H000"
2789,"Hussein","H250"
2790,"Steersman","S362"
2791,"Inmate","I553"
2792,"Artie Shaughnessy","A632"
2793,"Bananas Shaughnessy","B552"
2794,"Ronnie Shaughnessy","R522"
2795,"Bunny Flingus","B514"
2796,"Corrinna Stroller","C652"
2797,"Head Nun","H355"
2798,"Second Nun","S253"
2799,"Billy Einhorn","B456"
2800,"Alan Berg","A451"
2801,"Mueller","M460"
2802,"Farmer's Wife","F656"
2803,"Zillah Craig","Z426"
2804,"Anath White","A533"
2805,"Ms. Wiggins","M225"
2806,"Elliott","E430"
2807,"Second Pastor","S253"
2808,"Robinson","R152"
2809,"Randall Rader","R534"
2810,"Dr. Ogura","D626"
2811,"Gary Lee Yarbrough","G646"
2812,"Robert Jay Mathews","R163"
2813,"Skinhead","S253"
2814,"Warden Smith","W635"
2815,"Davey","D100"
2816,"Leon ","L500"
2817,"James  ","J520"
2818,"Dad","D300"
2819,"Sheila","S400"
2820,"Bartholemew","B634"
2821,"Leo   ","L000"
2822,"Gloria","G460"
2823,"Willie Diver","W431"
2824,"Uncle George","U524"
2825,"Eamon","E550"
2826,"Claire","C460"
2827,"Judith   ","J330"
2828,"Anna's Voice","A521"
2829,"Servant to Leonato","S615"
2830,"Westermoreland","W236"
2831,"Mowbray","M160"
2832,"Drawer","D660"
2833,"Feeble","F140"
2834,"Bullcalf","B424"
2835,"Crab","C610"
2836,"Cyrano de Bergerac","C653"
2837,"Ragueneau","R250"
2838,"Roxane's Duenna","R252"
2839,"Bellerose","B462"
2840,"Montfleury","M531"
2841,"Jodelet","J343"
2842,"Madame Jodelet","M352"
2843,"Musketeer","M223"
2844,"D'Artagnan","D632"
2845,"Citizen's Son","C325"
2846,"Pickpocket","P221"
2847,"Apprentice Pickpocket","A165"
2848,"Marquis de Ferrier","M622"
2849,"Monsieur de Cuigy","M526"
2850,"Felixerie","F426"
2851,"Urimedonte","U653"
2852,"Capuchin Monk","C125"
2853,"Carbon de Castel-Jaloux","C615"
2854,"Bertrandou","B636"
2855,"Sister Marthe","S236"
2856,"Sister Catherine","S236"
2857,"Sister Marie","S236"
2858,"Helen Stott","H452"
2859,"Joyce","J200"
2860,"Sue Bayliss","S142"
2861,"Lydia Lubey","L341"
2862,"Antiochus' Daughter","A532"
2863,"Pandar","P536"
2864,"Pandarus","P536"
2865,"Anka","A520"
2866,"Bag Lady","B243"
2867,"Mrs. Thompson","M623"
2868,"Wilfred Owen","W416"
2869,"Miss Helen","M245"
2870,"Elsa","E420"
2871,"Marius Byleveld","M621"
2872,"Sasha (at 13)","S230"
2873,"Sasha Pesiakoff","S212"
2874,"Polya","P400"
2875,"Eugenia Pesiakoff","E251"
2876,"Commissar Verkoff","C526"
2877,"Nikolai Pesiakoff","N241"
2878,"Guard Two","G633"
2879,"Verambon","V651"
2880,"Montague Girl","M532"
2881,"Larry Toms","L635"
